dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,walk_forward_type,fitness_function,train_size,repetition
test,1,0,22406,22406,53560,14,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,15,6,294,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,15,6,294,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,16,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,16,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,17,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,17,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,18,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,18,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,19,6,291,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,19,6,291,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,20,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,20,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,21,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,21,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,22,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,22,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,23,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,23,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,24,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,24,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,25,6,297,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,25,6,297,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,26,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,26,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,27,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,27,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,28,6,294,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,28,6,294,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,29,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,29,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,30,6,291,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,30,6,291,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,31,6,294,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,31,6,294,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,32,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,32,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,33,6,294,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,33,6,294,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,34,6,291,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,34,6,291,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,35,6,294,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,35,6,294,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,36,6,294,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,36,6,294,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,37,6,294,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,37,6,294,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,38,6,294,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,38,6,294,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,39,6,294,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,39,6,294,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,40,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,40,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,41,6,300,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,41,6,300,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,42,6,294,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,42,6,294,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,43,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,43,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,44,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,44,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,45,6,294,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,45,6,294,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,46,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,46,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,47,6,294,9.5,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,47,6,294,9.5,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,48,6,300,9.5,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,48,6,300,9.5,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,49,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,49,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,50,6,294,9.5,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,50,6,294,9.5,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,51,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,51,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,52,6,294,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,52,6,294,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,53,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,53,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,54,6,300,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,54,6,300,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,55,6,300,9.5,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,55,6,300,9.5,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,56,6,294,9.5,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,56,6,294,9.5,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,57,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,57,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,58,6,300,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,58,6,300,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,59,6,300,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,59,6,300,9.0,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,60,6,294,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,60,6,294,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,61,6,294,9.25,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
test,1,0,22406,22406,53560,61,6,294,9.25,2,9,2,-84.18138268234503,20,-320.0,41.0,361.0,0.113573407202216,323.0,0.05,-16.0,19.0,17,rolling,losing_streak_fitness,1_day,rep_1
train,1,0,22406,22406,53560,62,6,294,9.0,2,9,2,1025.21412397606,14,274.0,369.0,95.0,3.8842105263157896,19.0,0.6428571428571429,19.571428571428573,19.0,1,rolling,losing_streak_fitness,1_day,rep_1
